+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 18.63    | 8.13                         | 6   | 21904,22072,22240,21906,22074,22242 | -56.36   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 16624.0  | 7242.41                      | 6   | 50100,50289,50478,50102,50291,50480 | -56.43   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 32.07    | 13.96                        | 6   | 47139,47328,47517,47141,47330,47519 | -56.47   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 58.86    | 25.62                        | 6   | 42624,42813,43002,42626,42815,43004 | -56.47   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 16722.38 | 7267.5                       | 6   | 45564,45753,45942,45566,45755,45944 | -56.54   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 43.78    | 19.0                         | 6   | 17375,17543,17711,17377,17545,17713 | -56.6    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 14946.01 | 6479.07                      | 6   | 45557,45746,45935,45559,45748,45937 | -56.65   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 11450.84 | 4961.84                      | 6   | 45543,45732,45921,45545,45734,45923 | -56.67   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2012144    | 14922.71 | 6461.49                      | 6   | 47258,47447,47636,47260,47449,47638 | -56.7    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 22.41    | 9.7                          | 6   | 596,771,946,598,773,948             | -56.72   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 11355.63 | 4912.44                      | 6   | 50079,50268,50457,50081,50270,50459 | -56.74   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 82.59    | 35.7                         | 6   | 7435,7610,7785,7437,7612,7787       | -56.77   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 14952.17 | 6460.89                      | 6   | 51794,51983,52172,51796,51985,52174 | -56.79   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 13213.1  | 5706.4                       | 6   | 45550,45739,45928,45552,45741,45930 | -56.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 93.62    | 40.43                        | 6   | 36394,36583,36772,36396,36585,36774 | -56.81   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 9529.79  | 4109.13                      | 6   | 50072,50261,50450,50074,50263,50452 | -56.88   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 69.38    | 29.91                        | 6   | 39229,39418,39607,39231,39420,39609 | -56.89   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1762144    | 13107.87 | 5648.83                      | 6   | 50086,50275,50464,50088,50277,50466 | -56.91   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 158.36   | 68.2                         | 6   | 1667,1842,2017,1669,1844,2019       | -56.93   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 11437.98 | 4901.76                      | 6   | 51780,51969,52158,51782,51971,52160 | -57.14   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 13207.06 | 5659.47                      | 6   | 47251,47440,47629,47253,47442,47631 | -57.15   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1512144    | 11325.61 | 4848.04                      | 6   | 47244,47433,47622,47246,47435,47624 | -57.19   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 9.15     | 3.91                         | 6   | 51094,51283,51472,51096,51285,51474 | -57.27   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 7781.25  | 3317.58                      | 6   | 47230,47419,47608,47232,47421,47610 | -57.36   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 7789.1   | 3316.08                      | 6   | 50065,50254,50443,50067,50256,50445 | -57.43   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 72.2     | 30.71                        | 6   | 37528,37717,37906,37530,37719,37908 | -57.47   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1262144    | 9595.19  | 4080.29                      | 6   | 51773,51962,52151,51775,51964,52153 | -57.48   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 9648.07  | 4100.94                      | 6   | 47237,47426,47615,47239,47428,47617 | -57.49   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 7859.89  | 3333.89                      | 6   | 45529,45718,45907,45531,45720,45909 | -57.58   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 9684.52  | 4106.39                      | 6   | 45536,45725,45914,45538,45727,45916 | -57.6    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 160.53   | 67.86                        | 6   | 7442,7617,7792,7444,7619,7794       | -57.73   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 13294.68 | 5617.66                      | 6   | 51787,51976,52165,51789,51978,52167 | -57.75   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 6056.42  | 2554.78                      | 6   | 45522,45711,45900,45524,45713,45902 | -57.82   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 1055.66  | 443.05                       | 6   | 2738,2913,3088,2740,2915,3090       | -58.03   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 622.84   | 260.63                       | 6   | 1681,1856,2031,1683,1858,2033       | -58.15   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 93.09    | 38.92                        | 6   | 41497,41686,41875,41499,41688,41877 | -58.19   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 5959.17  | 2490.52                      | 6   | 50058,50247,50436,50060,50249,50438 | -58.21   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 323.61   | 135.24                       | 6   | 17396,17564,17732,17398,17566,17734 | -58.21   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 56.21    | 23.49                        | 6   | 35253,35442,35631,35255,35444,35633 | -58.21   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 162.05   | 67.62                        | 6   | 22933,23101,23269,22935,23103,23271 | -58.27   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 17.6     | 7.34                         | 6   | 39761,39950,40139,39763,39952,40141 | -58.3    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 9446.55  | 3938.53                      | 6   | 1737,1912,2087,1739,1914,2089       | -58.31   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 79.93    | 33.31                        | 6   | 6385,6560,6735,6387,6562,6737       | -58.33   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 316.53   | 131.56                       | 6   | 1674,1849,2024,1676,1851,2026       | -58.44   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 6087.54  | 2530.01                      | 6   | 51759,51948,52137,51761,51950,52139 | -58.44   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 3069.95  | 1275.79                      | 6   | 5377,5552,5727,5379,5554,5729       | -58.44   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 41.69    | 17.32                        | 6   | 6378,6553,6728,6380,6555,6730       | -58.46   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1012144    | 7938.87  | 3289.22                      | 6   | 51766,51955,52144,51768,51957,52146 | -58.57   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 316.45   | 131.07                       | 6   | 7449,7624,7799,7451,7626,7801       | -58.58   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 8158.07  | 3371.76                      | 6   | 5412,5587,5762,5414,5589,5764       | -58.67   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 41.28    | 17.04                        | 6   | 603,778,953,605,780,955             | -58.72   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 626.65   | 257.96                       | 6   | 7456,7631,7806,7458,7633,7808       | -58.84   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 6133.5   | 2520.84                      | 6   | 47223,47412,47601,47225,47414,47603 | -58.9    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 4341.21  | 1780.53                      | 6   | 45515,45704,45893,45517,45706,45895 | -58.99   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 18.68    | 7.63                         | 6   | 19384,19552,19720,19386,19554,19722 | -59.15   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 4761.59  | 1943.89                      | 6   | 7484,7659,7834,7486,7661,7836       | -59.18   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 2408.37  | 982.89                       | 6   | 1695,1870,2045,1697,1872,2047       | -59.19   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 3093.82  | 1261.57                      | 6   | 2752,2927,3102,2754,2929,3104       | -59.22   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 640.9    | 261.33                       | 6   | 22947,23115,23283,22949,23117,23285 | -59.22   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 5936.54  | 2413.9                       | 6   | 1716,1891,2066,1718,1893,2068       | -59.34   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 7105.18  | 2888.34                      | 6   | 1723,1898,2073,1725,1900,2075       | -59.35   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 3602.56  | 1463.34                      | 6   | 1702,1877,2052,1704,1879,2054       | -59.38   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 321.89   | 130.7                        | 6   | 22940,23108,23276,22942,23110,23278 | -59.4    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1250.48  | 507.25                       | 6   | 1688,1863,2038,1690,1865,2040       | -59.44   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 35.17    | 14.26                        | 6   | 20399,20567,20735,20401,20569,20737 | -59.45   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 8334.15  | 3374.95                      | 6   | 7505,7680,7855,7507,7682,7857       | -59.5    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 10690.11 | 4326.3                       | 6   | 7519,7694,7869,7521,7696,7871       | -59.53   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 2439.56  | 987.1                        | 6   | 7470,7645,7820,7472,7647,7822       | -59.54   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 9724.16  | 3931.79                      | 6   | 44402,44591,44780,44404,44593,44782 | -59.57   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 165.4    | 66.86                        | 6   | 17389,17557,17725,17391,17559,17727 | -59.58   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 93.45    | 37.76                        | 6   | 35260,35449,35638,35262,35451,35640 | -59.59   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 4317.23  | 1743.65                      | 6   | 50051,50240,50429,50053,50242,50431 | -59.61   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 10648.68 | 4300.41                      | 6   | 1744,1919,2094,1746,1921,2096       | -59.62   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 34.99    | 14.13                        | 6   | 21911,22079,22247,21913,22081,22249 | -59.62   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 132.08   | 53.33                        | 6   | 38669,38858,39047,38671,38860,39049 | -59.62   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 7154.76  | 2886.89                      | 6   | 7498,7673,7848,7500,7675,7850       | -59.65   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 3092.38  | 1247.15                      | 6   | 3802,3977,4152,3804,3979,4154       | -59.67   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 16534.15 | 6666.13                      | 6   | 48966,49155,49344,48968,49157,49346 | -59.68   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 33.51    | 13.51                        | 6   | 47706,47895,48084,47708,47897,48086 | -59.68   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 4334.45  | 1747.08                      | 6   | 51752,51941,52130,51754,51943,52132 | -59.69   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 16696.4  | 6729.34                      | 6   | 50667,50856,51045,50669,50858,51047 | -59.7    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 8379.95  | 3377.27                      | 6   | 1730,1905,2080,1732,1907,2082       | -59.7    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 14851.79 | 5984.25                      | 6   | 48959,49148,49337,48961,49150,49339 | -59.71   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 14959.1  | 6027.2                       | 6   | 44423,44612,44801,44425,44614,44803 | -59.71   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 3623.09  | 1459.11                      | 6   | 7477,7652,7827,7479,7654,7829       | -59.73   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 9507.02  | 3826.64                      | 6   | 7512,7687,7862,7514,7689,7864       | -59.75   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 6006.06  | 2416.92                      | 6   | 7491,7666,7841,7493,7668,7843       | -59.76   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 81.23    | 32.65                        | 6   | 610,785,960,612,787,962             | -59.81   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 1255.68  | 504.62                       | 6   | 7463,7638,7813,7465,7640,7815       | -59.81   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 9491.23  | 3813.48                      | 6   | 48938,49127,49316,48940,49129,49318 | -59.82   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 7807.66  | 3135.75                      | 6   | 44395,44584,44773,44397,44586,44775 | -59.84   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 16849.63 | 6766.55                      | 6   | 44430,44619,44808,44432,44621,44810 | -59.84   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 4827.27  | 1937.54                      | 6   | 1709,1884,2059,1711,1886,2061       | -59.86   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 157768     | 6111.56  | 2448.71                      | 6   | 17438,17606,17774,17440,17608,17776 | -59.93   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 13091.69 | 5242.13                      | 6   | 48952,49141,49330,48954,49143,49332 | -59.96   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 644.91   | 258.01                       | 6   | 17403,17571,17739,17405,17573,17741 | -59.99   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 16660.14 | 6662.78                      | 6   | 46131,46320,46509,46133,46322,46511 | -60.01   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 9636.77  | 3853.23                      | 6   | 50639,50828,51017,50641,50830,51019 | -60.02   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 11430.68 | 4561.72                      | 6   | 50646,50835,51024,50648,50837,51026 | -60.09   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 11279.18 | 4497.03                      | 6   | 48945,49134,49323,48947,49136,49325 | -60.13   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 220268     | 8559.42  | 3410.72                      | 6   | 22996,23164,23332,22998,23166,23334 | -60.15   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 617.8    | 246.09                       | 6   | 6406,6581,6756,6408,6583,6758       | -60.17   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 1276.6   | 508.5                        | 6   | 22954,23122,23290,22956,23124,23292 | -60.17   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 189018     | 7327.05  | 2915.96                      | 6   | 17445,17613,17781,17447,17615,17783 | -60.2    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1762144    | 10292.36 | 4094.6                       | 6   | 52354,52543,52732,52356,52545,52734 | -60.22   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 13246.93 | 5268.74                      | 6   | 44416,44605,44794,44418,44607,44796 | -60.23   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 1284.88  | 510.54                       | 6   | 17410,17578,17746,17412,17580,17748 | -60.27   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 95268      | 3696.82  | 1468.78                      | 6   | 17424,17592,17760,17426,17594,17762 | -60.27   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 13149.87 | 5222.93                      | 6   | 50653,50842,51031,50655,50844,51033 | -60.28   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2262144    | 13166.14 | 5219.99                      | 6   | 52368,52557,52746,52370,52559,52748 | -60.35   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 126518     | 4891.74  | 1938.74                      | 6   | 22975,23143,23311,22977,23145,23313 | -60.37   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512144     | 4331.16  | 1715.14                      | 6   | 47216,47405,47594,47218,47407,47596 | -60.4    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 13096.32 | 5182.47                      | 6   | 46117,46306,46495,46119,46308,46497 | -60.43   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 11494.17 | 4547.75                      | 6   | 44409,44598,44787,44411,44600,44789 | -60.43   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 126518     | 4893.0   | 1935.87                      | 6   | 17431,17599,17767,17433,17601,17769 | -60.44   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 6062.94  | 2398.28                      | 6   | 44388,44577,44766,44390,44579,44768 | -60.44   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 160.72   | 63.56                        | 6   | 6392,6567,6742,6394,6569,6744       | -60.45   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 7113.43  | 2810.38                      | 6   | 2780,2955,3130,2782,2957,3132       | -60.49   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 312.88   | 123.54                       | 6   | 6399,6574,6749,6401,6576,6751       | -60.52   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 316.28   | 124.87                       | 6   | 624,799,974,626,801,976             | -60.52   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 15038.77 | 5934.11                      | 6   | 50660,50849,51038,50662,50851,51040 | -60.54   |
